Country,Year,Age,Both Sexes Population,Male Population,Female Population,Percent Both Sexes,Percent Male,Percent Female,Sex Ratio
UnitedStates,2005,20,4241197,2185676,2055521,1.4,1.5,1.4,106.3
UnitedStates,2005,21,4150658,2139490,2011168,1.4,1.5,1.3,106.4
UnitedStates,2005,22,4176096,2151169,2024927,1.4,1.5,1.3,106.2
UnitedStates,2005,23,4183656,2136786,2046870,1.4,1.5,1.4,104.4
UnitedStates,2005,24,4208348,2124028,2084320,1.4,1.5,1.4,101.9
UnitedStates,2005,25,4206096,2115519,2090577,1.4,1.5,1.4,101.2
UnitedStates,2005,26,3966722,1993073,1973649,1.3,1.4,1.3,101
UnitedStates,2005,27,3870040,1942425,1927615,1.3,1.3,1.3,100.8
UnitedStates,2005,28,3805526,1913949,1891577,1.3,1.3,1.3,101.2
UnitedStates,2005,29,3686326,1857200,1829126,1.2,1.3,1.2,101.5
UnitedStates,2005,30,3866581,1952025,1914556,1.3,1.3,1.3,102
UnitedStates,2005,31,3705594,1859850,1845744,1.3,1.3,1.2,100.8
UnitedStates,2005,32,3848038,1926111,1921927,1.3,1.3,1.3,100.2
UnitedStates,2005,33,4035045,2019457,2015588,1.4,1.4,1.3,100.2
UnitedStates,2005,34,4268679,2131340,2137339,1.4,1.5,1.4,99.7
UnitedStates,2005,35,4377057,2200202,2176855,1.5,1.5,1.4,101.1
UnitedStates,2005,36,4130501,2066098,2064403,1.4,1.4,1.4,100.1
UnitedStates,2005,37,4044933,2016811,2028122,1.4,1.4,1.3,99.4
UnitedStates,2005,38,4060608,2018877,2041731,1.4,1.4,1.4,98.9
UnitedStates,2005,39,4185554,2085045,2100509,1.4,1.4,1.4,99.3
UnitedStates,2005,40,4470383,2226254,2244129,1.5,1.5,1.5,99.2
UnitedStates,2005,41,4553968,2258597,2295371,1.5,1.6,1.5,98.4
UnitedStates,2005,42,4537278,2245748,2291530,1.5,1.5,1.5,98
UnitedStates,2005,43,4559728,2258382,2301346,1.5,1.6,1.5,98.1
UnitedStates,2005,44,4585528,2264181,2321347,1.6,1.6,1.5,97.5
UnitedStates,2005,45,4666734,2314057,2352677,1.6,1.6,1.6,98.4
UnitedStates,2005,46,4496805,2220792,2276013,1.5,1.5,1.5,97.6
UnitedStates,2005,47,4511695,2228342,2283353,1.5,1.5,1.5,97.6
UnitedStates,2005,48,4449860,2188567,2261293,1.5,1.5,1.5,96.8
UnitedStates,2005,49,4292077,2108325,2183752,1.5,1.5,1.5,96.5
UnitedStates,2005,50,4295348,2113557,2181791,1.5,1.5,1.5,96.9
UnitedStates,2005,51,4138594,2026203,2112391,1.4,1.4,1.4,95.9
UnitedStates,2005,52,3989065,1947260,2041805,1.3,1.3,1.4,95.4
UnitedStates,2005,53,3871906,1891790,1980116,1.3,1.3,1.3,95.5
UnitedStates,2005,54,3783820,1842482,1941338,1.3,1.3,1.3,94.9
UnitedStates,2005,55,3748247,1824610,1923637,1.3,1.3,1.3,94.9
UnitedStates,2005,56,3625240,1761297,1863943,1.2,1.2,1.2,94.5
UnitedStates,2005,57,3582008,1739222,1842786,1.2,1.2,1.2,94.4
UnitedStates,2005,58,3748661,1819296,1929365,1.3,1.3,1.3,94.3
UnitedStates,2005,59,2799064,1350936,1448128,0.9,0.9,1,93.3
UnitedStates,2005,60,2763609,1330174,1433435,0.9,0.9,1,92.8
UnitedStates,2005,61,2745139,1316923,1428216,0.9,0.9,1,92.2
UnitedStates,2005,62,2827064,1351274,1475790,1,0.9,1,91.6
UnitedStates,2005,63,2498812,1188493,1310319,0.8,0.8,0.9,90.7
UnitedStates,2005,64,2303653,1090862,1212791,0.8,0.8,0.8,89.9
UnitedStates,2005,65,2240858,1057487,1183371,0.8,0.7,0.8,89.4
UnitedStates,2005,66,2121740,1000448,1121292,0.7,0.7,0.7,89.2
UnitedStates,2005,67,2074635,971691,1102944,0.7,0.7,0.7,88.1
UnitedStates,2005,68,1945279,904790,1040489,0.7,0.6,0.7,87
UnitedStates,2005,69,1896115,874711,1021404,0.6,0.6,0.7,85.6
UnitedStates,2005,70,1873726,857454,1016272,0.6,0.6,0.7,84.4
UnitedStates,2005,71,1718367,781306,937061,0.6,0.5,0.6,83.4
UnitedStates,2005,72,1700960,765167,935793,0.6,0.5,0.6,81.8
UnitedStates,2005,73,1671512,746001,925511,0.6,0.5,0.6,80.6
UnitedStates,2005,74,1638505,724073,914432,0.6,0.5,0.6,79.2
UnitedStates,2005,75,1629763,709619,920144,0.6,0.5,0.6,77.1
UnitedStates,2005,76,1535359,662437,872922,0.5,0.5,0.6,75.9
UnitedStates,2005,77,1501643,637311,864332,0.5,0.4,0.6,73.7
UnitedStates,2005,78,1439475,600987,838488,0.5,0.4,0.6,71.7
UnitedStates,2005,79,1357369,553999,803370,0.5,0.4,0.5,69
UnitedStates,2005,80,1305661,520539,785122,0.4,0.4,0.5,66.3
UnitedStates,2005,81,1218283,475653,742630,0.4,0.3,0.5,64
UnitedStates,2005,82,1109756,426417,683339,0.4,0.3,0.5,62.4
UnitedStates,2005,83,1038431,390040,648391,0.4,0.3,0.4,60.2
UnitedStates,2005,84,939062,343965,595097,0.3,0.2,0.4,57.8
UnitedStates,2005,85-89,3102921,1041951,2060970,1,0.7,1.4,50.6
UnitedStates,2005,90-94,1242587,333670,908917,0.4,0.2,0.6,36.7
UnitedStates,2005,95-99,301368,60735,240633,0.1,0,0.2,25.2
UnitedStates,2005,100+,46423,7488,38935,0,0,0,19.2
UnitedStates,2006,0,4041738,2065819,1975919,1.4,1.4,1.3,104.5
UnitedStates,2006,1,3972124,2029583,1942541,1.3,1.4,1.3,104.5
UnitedStates,2006,2,3988119,2037699,1950420,1.3,1.4,1.3,104.5
UnitedStates,2006,3,3966022,2026575,1939447,1.3,1.4,1.3,104.5
UnitedStates,2006,4,3970880,2028196,1942684,1.3,1.4,1.3,104.4
UnitedStates,2006,5,4050582,2067621,1982961,1.4,1.4,1.3,104.3
UnitedStates,2006,6,3891329,1989878,1901451,1.3,1.4,1.3,104.7
UnitedStates,2006,7,3848758,1966492,1882266,1.3,1.3,1.2,104.5
UnitedStates,2006,8,3852265,1970668,1881597,1.3,1.3,1.2,104.7
UnitedStates,2006,9,3901754,1994856,1906898,1.3,1.4,1.3,104.6
UnitedStates,2006,10,4121105,2108693,2012412,1.4,1.4,1.3,104.8
UnitedStates,2006,11,4141970,2121524,2020446,1.4,1.4,1.3,105
UnitedStates,2006,12,4196880,2148879,2048001,1.4,1.5,1.3,104.9
UnitedStates,2006,13,4264733,2186207,2078526,1.4,1.5,1.4,105.2
UnitedStates,2006,14,4308450,2205891,2102559,1.4,1.5,1.4,104.9
UnitedStates,2006,15,4406515,2260192,2146323,1.5,1.5,1.4,105.3
UnitedStates,2006,16,4502997,2315411,2187586,1.5,1.6,1.4,105.8
UnitedStates,2006,17,4331493,2231279,2100214,1.5,1.5,1.4,106.2
UnitedStates,2006,18,4301050,2212557,2088493,1.4,1.5,1.4,105.9
UnitedStates,2006,19,4265654,2190977,2074677,1.4,1.5,1.4,105.6
UnitedStates,2006,20,4248095,2184969,2063126,1.4,1.5,1.4,105.9
UnitedStates,2006,21,4258790,2191406,2067384,1.4,1.5,1.4,106
UnitedStates,2006,22,4141532,2132034,2009498,1.4,1.5,1.3,106.1
UnitedStates,2006,23,4186427,2150367,2036060,1.4,1.5,1.3,105.6
UnitedStates,2006,24,4201291,2138575,2062716,1.4,1.5,1.4,103.7
UnitedStates,2006,25,4254643,2139011,2115632,1.4,1.5,1.4,101.1
UnitedStates,2006,26,4186325,2095497,2090828,1.4,1.4,1.4,100.2
UnitedStates,2006,27,4004498,2004824,1999674,1.3,1.4,1.3,100.3
UnitedStates,2006,28,3874154,1948157,1925997,1.3,1.3,1.3,101.2
UnitedStates,2006,29,3790391,1908100,1882291,1.3,1.3,1.2,101.4
UnitedStates,2006,30,3779051,1908207,1870844,1.3,1.3,1.2,102
UnitedStates,2006,31,3824265,1920967,1903298,1.3,1.3,1.3,100.9
UnitedStates,2006,32,3772538,1890125,1882413,1.3,1.3,1.2,100.4
UnitedStates,2006,33,3860165,1928913,1931252,1.3,1.3,1.3,99.9
UnitedStates,2006,34,4049149,2025038,2024111,1.4,1.4,1.3,100
UnitedStates,2006,35,4302604,2148987,2153617,1.4,1.5,1.4,99.8
UnitedStates,2006,36,4380502,2196017,2184485,1.5,1.5,1.4,100.5
UnitedStates,2006,37,4126573,2059996,2066577,1.4,1.4,1.4,99.7
UnitedStates,2006,38,4056686,2020763,2035923,1.4,1.4,1.3,99.3
UnitedStates,2006,39,4074868,2026022,2048846,1.4,1.4,1.4,98.9
UnitedStates,2006,40,4184594,2081774,2102820,1.4,1.4,1.4,99
UnitedStates,2006,41,4488189,2235552,2252637,1.5,1.5,1.5,99.2
UnitedStates,2006,42,4552280,2257544,2294736,1.5,1.5,1.5,98.4
UnitedStates,2006,43,4544742,2246886,2297856,1.5,1.5,1.5,97.8
UnitedStates,2006,44,4532763,2242649,2290114,1.5,1.5,1.5,97.9
UnitedStates,2006,45,4573546,2255226,2318320,1.5,1.5,1.5,97.3
UnitedStates,2006,46,4682144,2322962,2359182,1.6,1.6,1.6,98.5
UnitedStates,2006,47,4506142,2223663,2282479,1.5,1.5,1.5,97.4
UnitedStates,2006,48,4495342,2216534,2278808,1.5,1.5,1.5,97.3
UnitedStates,2006,49,4458112,2191446,2266666,1.5,1.5,1.5,96.7
UnitedStates,2006,50,4264904,2089893,2175011,1.4,1.4,1.4,96.1
UnitedStates,2006,51,4320192,2125890,2194302,1.4,1.4,1.4,96.9
UnitedStates,2006,52,4114856,2010094,2104762,1.4,1.4,1.4,95.5
UnitedStates,2006,53,3996095,1949539,2046556,1.3,1.3,1.3,95.3
UnitedStates,2006,54,3874826,1889337,1985489,1.3,1.3,1.3,95.2
UnitedStates,2006,55,3745012,1816409,1928603,1.3,1.2,1.3,94.2
UnitedStates,2006,56,3760899,1830564,1930335,1.3,1.2,1.3,94.8
UnitedStates,2006,57,3601973,1746603,1855370,1.2,1.2,1.2,94.1
UnitedStates,2006,58,3568659,1728992,1839667,1.2,1.2,1.2,94
UnitedStates,2006,59,3720317,1801227,1919090,1.2,1.2,1.3,93.9
UnitedStates,2006,60,2757092,1326336,1430756,0.9,0.9,0.9,92.7
UnitedStates,2006,61,2776869,1335279,1441590,0.9,0.9,1,92.6
UnitedStates,2006,62,2725651,1303566,1422085,0.9,0.9,0.9,91.7
UnitedStates,2006,63,2810202,1340312,1469890,0.9,0.9,1,91.2
UnitedStates,2006,64,2463439,1168771,1294668,0.8,0.8,0.9,90.3
UnitedStates,2006,65,2286008,1077812,1208196,0.8,0.7,0.8,89.2
UnitedStates,2006,66,2213751,1042044,1171707,0.7,0.7,0.8,88.9
UnitedStates,2006,67,2098690,986584,1112106,0.7,0.7,0.7,88.7
UnitedStates,2006,68,2044245,953381,1090864,0.7,0.7,0.7,87.4
UnitedStates,2006,69,1910507,884178,1026329,0.6,0.6,0.7,86.1
UnitedStates,2006,70,1848556,848416,1000140,0.6,0.6,0.7,84.8
UnitedStates,2006,71,1848947,843344,1005603,0.6,0.6,0.7,83.9
UnitedStates,2006,72,1672443,755357,917086,0.6,0.5,0.6,82.4
UnitedStates,2006,73,1660842,743108,917734,0.6,0.5,0.6,81
UnitedStates,2006,74,1619038,718165,900873,0.5,0.5,0.6,79.7
UnitedStates,2006,75,1573506,689385,884121,0.5,0.5,0.6,78
UnitedStates,2006,76,1587027,686620,900407,0.5,0.5,0.6,76.3
UnitedStates,2006,77,1472328,629385,842943,0.5,0.4,0.6,74.7
UnitedStates,2006,78,1441641,605767,835874,0.5,0.4,0.6,72.5
UnitedStates,2006,79,1372532,566741,805791,0.5,0.4,0.5,70.3
UnitedStates,2006,80,1278890,515325,763565,0.4,0.4,0.5,67.5
UnitedStates,2006,81,1239927,487526,752401,0.4,0.3,0.5,64.8
UnitedStates,2006,82,1138135,436936,701199,0.4,0.3,0.5,62.3
UnitedStates,2006,83,1036784,392892,643892,0.3,0.3,0.4,61
UnitedStates,2006,84,954381,351889,602492,0.3,0.2,0.4,58.4
UnitedStates,2006,85-89,3229873,1098203,2131670,1.1,0.7,1.4,51.5
UnitedStates,2006,90-94,1275975,348767,927208,0.4,0.2,0.6,37.6
UnitedStates,2006,95-99,313089,63918,249171,0.1,0,0.2,25.7
UnitedStates,2006,100+,46992,7502,39490,0,0,0,19
UnitedStates,2007,0,4147997,2120816,2027181,1.4,1.4,1.3,104.6
UnitedStates,2007,1,4002215,2044119,1958096,1.3,1.4,1.3,104.4
UnitedStates,2007,2,3973479,2031170,1942309,1.3,1.4,1.3,104.6
UnitedStates,2007,3,4004011,2045144,1958867,1.3,1.4,1.3,104.4
UnitedStates,2007,4,3998260,2044444,1953816,1.3,1.4,1.3,104.6
UnitedStates,2007,5,3993489,2038482,1955007,1.3,1.4,1.3,104.3
UnitedStates,2007,6,4046402,2064421,1981981,1.3,1.4,1.3,104.2
UnitedStates,2007,7,3914743,2001256,1913487,1.3,1.4,1.2,104.6
UnitedStates,2007,8,3863089,1975219,1887870,1.3,1.3,1.2,104.6
UnitedStates,2007,9,3896888,1994550,1902338,1.3,1.3,1.2,104.8
UnitedStates,2007,10,4075718,2082772,1992946,1.4,1.4,1.3,104.5
UnitedStates,2007,11,4106492,2101341,2005151,1.4,1.4,1.3,104.8
UnitedStates,2007,12,4192002,2147007,2044995,1.4,1.5,1.3,105
UnitedStates,2007,13,4207326,2154619,2052707,1.4,1.5,1.3,105
UnitedStates,2007,14,4259504,2185221,2074283,1.4,1.5,1.4,105.3
UnitedStates,2007,15,4364495,2236697,2127798,1.4,1.5,1.4,105.1
UnitedStates,2007,16,4452250,2286631,2165619,1.5,1.5,1.4,105.6
UnitedStates,2007,17,4521045,2329969,2191076,1.5,1.6,1.4,106.3
UnitedStates,2007,18,4394638,2259498,2135140,1.5,1.5,1.4,105.8
UnitedStates,2007,19,4335388,2223695,2111693,1.4,1.5,1.4,105.3
UnitedStates,2007,20,4242404,2175195,2067209,1.4,1.5,1.3,105.2
UnitedStates,2007,21,4257371,2184771,2072600,1.4,1.5,1.4,105.4
UnitedStates,2007,22,4236043,2175374,2060669,1.4,1.5,1.3,105.6
UnitedStates,2007,23,4143940,2125328,2018612,1.4,1.4,1.3,105.3
UnitedStates,2007,24,4198241,2147168,2051073,1.4,1.5,1.3,104.7
UnitedStates,2007,25,4245572,2150579,2094993,1.4,1.5,1.4,102.7
UnitedStates,2007,26,4222850,2111196,2111654,1.4,1.4,1.4,100
UnitedStates,2007,27,4224395,2105989,2118406,1.4,1.4,1.4,99.4
UnitedStates,2007,28,3999799,2007290,1992509,1.3,1.4,1.3,100.7
UnitedStates,2007,29,3850082,1938385,1911697,1.3,1.3,1.2,101.4
UnitedStates,2007,30,3894527,1965174,1929353,1.3,1.3,1.3,101.9
UnitedStates,2007,31,3724612,1869108,1855504,1.2,1.3,1.2,100.7
UnitedStates,2007,32,3899463,1954635,1944828,1.3,1.3,1.3,100.5
UnitedStates,2007,33,3780927,1890360,1890567,1.3,1.3,1.2,100
UnitedStates,2007,34,3871236,1932154,1939082,1.3,1.3,1.3,99.6
UnitedStates,2007,35,4083733,2042845,2040888,1.4,1.4,1.3,100.1
UnitedStates,2007,36,4302578,2142266,2160312,1.4,1.4,1.4,99.2
UnitedStates,2007,37,4370533,2185701,2184832,1.5,1.5,1.4,100
UnitedStates,2007,38,4136991,2062939,2074052,1.4,1.4,1.4,99.5
UnitedStates,2007,39,4070056,2027301,2042755,1.4,1.4,1.3,99.2
UnitedStates,2007,40,4071341,2021075,2050266,1.4,1.4,1.3,98.6
UnitedStates,2007,41,4202260,2090954,2111306,1.4,1.4,1.4,99
UnitedStates,2007,42,4485432,2233912,2251520,1.5,1.5,1.5,99.2
UnitedStates,2007,43,4560505,2258746,2301759,1.5,1.5,1.5,98.1
UnitedStates,2007,44,4512801,2228489,2284312,1.5,1.5,1.5,97.6
UnitedStates,2007,45,4519792,2233025,2286767,1.5,1.5,1.5,97.6
UnitedStates,2007,46,4591932,2266159,2325773,1.5,1.5,1.5,97.4
UnitedStates,2007,47,4694196,2326976,2367220,1.6,1.6,1.5,98.3
UnitedStates,2007,48,4487653,2210559,2277094,1.5,1.5,1.5,97.1
UnitedStates,2007,49,4506188,2220829,2285359,1.5,1.5,1.5,97.2
UnitedStates,2007,50,4426479,2170086,2256393,1.5,1.5,1.5,96.2
UnitedStates,2007,51,4294933,2105021,2189912,1.4,1.4,1.4,96.1
UnitedStates,2007,52,4292620,2107225,2185395,1.4,1.4,1.4,96.4
UnitedStates,2007,53,4124978,2014300,2110678,1.4,1.4,1.4,95.4
UnitedStates,2007,54,4001168,1947797,2053371,1.3,1.3,1.3,94.9
UnitedStates,2007,55,3829701,1859281,1970420,1.3,1.3,1.3,94.4
UnitedStates,2007,56,3761384,1824531,1936853,1.2,1.2,1.3,94.2
UnitedStates,2007,57,3734883,1814344,1920539,1.2,1.2,1.3,94.5
UnitedStates,2007,58,3588953,1736443,1852510,1.2,1.2,1.2,93.7
UnitedStates,2007,59,3539851,1710700,1829151,1.2,1.2,1.2,93.5
UnitedStates,2007,60,3659454,1766043,1893411,1.2,1.2,1.2,93.3
UnitedStates,2007,61,2775802,1334516,1441286,0.9,0.9,0.9,92.6
UnitedStates,2007,62,2757918,1322109,1435809,0.9,0.9,0.9,92.1
UnitedStates,2007,63,2711325,1294016,1417309,0.9,0.9,0.9,91.3
UnitedStates,2007,64,2769163,1317780,1451383,0.9,0.9,0.9,90.8
UnitedStates,2007,65,2445756,1155119,1290637,0.8,0.8,0.8,89.5
UnitedStates,2007,66,2257671,1061969,1195702,0.7,0.7,0.8,88.8
UnitedStates,2007,67,2191327,1028624,1162703,0.7,0.7,0.8,88.5
UnitedStates,2007,68,2068095,968187,1099908,0.7,0.7,0.7,88
UnitedStates,2007,69,2007386,931531,1075855,0.7,0.6,0.7,86.6
UnitedStates,2007,70,1860716,856729,1003987,0.6,0.6,0.7,85.3
UnitedStates,2007,71,1826784,836079,990705,0.6,0.6,0.6,84.4
UnitedStates,2007,72,1798955,815065,983890,0.6,0.6,0.6,82.8
UnitedStates,2007,73,1633722,734155,899567,0.5,0.5,0.6,81.6
UnitedStates,2007,74,1608315,715467,892848,0.5,0.5,0.6,80.1
UnitedStates,2007,75,1553097,683039,870058,0.5,0.5,0.6,78.5
UnitedStates,2007,76,1535224,668782,866442,0.5,0.5,0.6,77.2
UnitedStates,2007,77,1521903,652493,869410,0.5,0.4,0.6,75.1
UnitedStates,2007,78,1414814,599072,815742,0.5,0.4,0.5,73.4
UnitedStates,2007,79,1375325,571753,803572,0.5,0.4,0.5,71.2
UnitedStates,2007,80,1292775,527247,765528,0.4,0.4,0.5,68.9
UnitedStates,2007,81,1216593,483736,732857,0.4,0.3,0.5,66
UnitedStates,2007,82,1158822,448157,710665,0.4,0.3,0.5,63.1
UnitedStates,2007,83,1065220,403576,661644,0.4,0.3,0.4,61
UnitedStates,2007,84,953666,355093,598573,0.3,0.2,0.4,59.3
UnitedStates,2007,85-89,3358466,1153751,2204715,1.1,0.8,1.4,52.3
UnitedStates,2007,90-94,1307782,364049,943733,0.4,0.2,0.6,38.6
UnitedStates,2007,95-99,325440,67743,257697,0.1,0,0.2,26.3
UnitedStates,2007,100+,47857,7693,40164,0,0,0,19.2
UnitedStates,2008,0,4132735,2109846,2022889,1.4,1.4,1.3,104.3
UnitedStates,2008,1,4100756,2095154,2005602,1.3,1.4,1.3,104.5
UnitedStates,2008,2,4004146,2046268,1957878,1.3,1.4,1.3,104.5
UnitedStates,2008,3,3992320,2039937,1952383,1.3,1.4,1.3,104.5
UnitedStates,2008,4,4041170,2065739,1975431,1.3,1.4,1.3,104.6
UnitedStates,2008,5,4024297,2056164,1968133,1.3,1.4,1.3,104.5
UnitedStates,2008,6,3988117,2034499,1953618,1.3,1.4,1.3,104.1
UnitedStates,2008,7,4073291,2077462,1995829,1.3,1.4,1.3,104.1
UnitedStates,2008,8,3930544,2010918,1919626,1.3,1.3,1.2,104.8
UnitedStates,2008,9,3913353,2002071,1911282,1.3,1.3,1.2,104.8
UnitedStates,2008,10,4093680,2094239,1999441,1.3,1.4,1.3,104.7
UnitedStates,2008,11,4055388,2072499,1982889,1.3,1.4,1.3,104.5
UnitedStates,2008,12,4159477,2128173,2031304,1.4,1.4,1.3,104.8
UnitedStates,2008,13,4200016,2151552,2048464,1.4,1.4,1.3,105
UnitedStates,2008,14,4198094,2151718,2046376,1.4,1.4,1.3,105.1
UnitedStates,2008,15,4318982,2217764,2101218,1.4,1.5,1.4,105.5
UnitedStates,2008,16,4411176,2263348,2147828,1.5,1.5,1.4,105.4
UnitedStates,2008,17,4467060,2299512,2167548,1.5,1.5,1.4,106.1
UnitedStates,2008,18,4588123,2357770,2230353,1.5,1.6,1.4,105.7
UnitedStates,2008,19,4425539,2267338,2158201,1.5,1.5,1.4,105.1
UnitedStates,2008,20,4302988,2203034,2099954,1.4,1.5,1.4,104.9
UnitedStates,2008,21,4251950,2176554,2075396,1.4,1.5,1.3,104.9
UnitedStates,2008,22,4232792,2170281,2062511,1.4,1.5,1.3,105.2
UnitedStates,2008,23,4237432,2169035,2068397,1.4,1.5,1.3,104.9
UnitedStates,2008,24,4155450,2122142,2033308,1.4,1.4,1.3,104.4
UnitedStates,2008,25,4246210,2161269,2084941,1.4,1.4,1.3,103.7
UnitedStates,2008,26,4206583,2118708,2087875,1.4,1.4,1.4,101.5
UnitedStates,2008,27,4265165,2124164,2141001,1.4,1.4,1.4,99.2
UnitedStates,2008,28,4215620,2109285,2106335,1.4,1.4,1.4,100.1
UnitedStates,2008,29,3969090,1995710,1973380,1.3,1.3,1.3,101.1
UnitedStates,2008,30,3970191,2005304,1964887,1.3,1.3,1.3,102.1
UnitedStates,2008,31,3828094,1918551,1909543,1.3,1.3,1.2,100.5
UnitedStates,2008,32,3807761,1906803,1900958,1.3,1.3,1.2,100.3
UnitedStates,2008,33,3907253,1954630,1952623,1.3,1.3,1.3,100.1
UnitedStates,2008,34,3791506,1893638,1897868,1.2,1.3,1.2,99.8
UnitedStates,2008,35,3908041,1951453,1956588,1.3,1.3,1.3,99.7
UnitedStates,2008,36,4083819,2036234,2047585,1.3,1.4,1.3,99.4
UnitedStates,2008,37,4291673,2131773,2159900,1.4,1.4,1.4,98.7
UnitedStates,2008,38,4382157,2189534,2192623,1.4,1.5,1.4,99.9
UnitedStates,2008,39,4151773,2070660,2081113,1.4,1.4,1.3,99.5
UnitedStates,2008,40,4065710,2021855,2043855,1.3,1.4,1.3,98.9
UnitedStates,2008,41,4090091,2031178,2058913,1.3,1.4,1.3,98.7
UnitedStates,2008,42,4199463,2089575,2109888,1.4,1.4,1.4,99
UnitedStates,2008,43,4495218,2236079,2259139,1.5,1.5,1.5,99
UnitedStates,2008,44,4524541,2238412,2286129,1.5,1.5,1.5,97.9
UnitedStates,2008,45,4499251,2218446,2280805,1.5,1.5,1.5,97.3
UnitedStates,2008,46,4541484,2245998,2295486,1.5,1.5,1.5,97.8
UnitedStates,2008,47,4606123,2271170,2334953,1.5,1.5,1.5,97.3
UnitedStates,2008,48,4672955,2312020,2360935,1.5,1.5,1.5,97.9
UnitedStates,2008,49,4501160,2216356,2284804,1.5,1.5,1.5,97
UnitedStates,2008,50,4471128,2197224,2273904,1.5,1.5,1.5,96.6
UnitedStates,2008,51,4464006,2189639,2274367,1.5,1.5,1.5,96.3
UnitedStates,2008,52,4264599,2084700,2179899,1.4,1.4,1.4,95.6
UnitedStates,2008,53,4306809,2113819,2192990,1.4,1.4,1.4,96.4
UnitedStates,2008,54,4132932,2013539,2119393,1.4,1.3,1.4,95
UnitedStates,2008,55,3949524,1913592,2035932,1.3,1.3,1.3,94
UnitedStates,2008,56,3850704,1870156,1980548,1.3,1.3,1.3,94.4
UnitedStates,2008,57,3733201,1807079,1926122,1.2,1.2,1.2,93.8
UnitedStates,2008,58,3722427,1804202,1918225,1.2,1.2,1.2,94.1
UnitedStates,2008,59,3558712,1717301,1841411,1.2,1.1,1.2,93.3
UnitedStates,2008,60,3476545,1674280,1802265,1.1,1.1,1.2,92.9
UnitedStates,2008,61,3694987,1783203,1911784,1.2,1.2,1.2,93.3
UnitedStates,2008,62,2757325,1321417,1435908,0.9,0.9,0.9,92
UnitedStates,2008,63,2744863,1313243,1431620,0.9,0.9,0.9,91.7
UnitedStates,2008,64,2668775,1270827,1397948,0.9,0.9,0.9,90.9
UnitedStates,2008,65,2751913,1303557,1448356,0.9,0.9,0.9,90
UnitedStates,2008,66,2416007,1138633,1277374,0.8,0.8,0.8,89.1
UnitedStates,2008,67,2235669,1048799,1186870,0.7,0.7,0.8,88.4
UnitedStates,2008,68,2160024,1009620,1150404,0.7,0.7,0.7,87.8
UnitedStates,2008,69,2030734,945830,1084904,0.7,0.6,0.7,87.2
UnitedStates,2008,70,1953328,901774,1051554,0.6,0.6,0.7,85.8
UnitedStates,2008,71,1841560,845857,995703,0.6,0.6,0.6,85
UnitedStates,2008,72,1776463,807647,968816,0.6,0.5,0.6,83.4
UnitedStates,2008,73,1758650,792997,965653,0.6,0.5,0.6,82.1
UnitedStates,2008,74,1581331,706721,874610,0.5,0.5,0.6,80.8
UnitedStates,2008,75,1541027,679687,861340,0.5,0.5,0.6,78.9
UnitedStates,2008,76,1518327,664284,854043,0.5,0.4,0.6,77.8
UnitedStates,2008,77,1472006,635582,836424,0.5,0.4,0.5,76
UnitedStates,2008,78,1464084,621852,842232,0.5,0.4,0.5,73.8
UnitedStates,2008,79,1350299,565841,784458,0.4,0.4,0.5,72.1
UnitedStates,2008,80,1294601,531699,762902,0.4,0.4,0.5,69.7
UnitedStates,2008,81,1232307,496116,736191,0.4,0.3,0.5,67.4
UnitedStates,2008,82,1136851,444700,692151,0.4,0.3,0.4,64.2
UnitedStates,2008,83,1086404,415006,671398,0.4,0.3,0.4,61.8
UnitedStates,2008,84,980196,364892,615304,0.3,0.2,0.4,59.3
UnitedStates,2008,85-89,3449778,1196796,2252982,1.1,0.8,1.5,53.1
UnitedStates,2008,90-94,1355592,385502,970090,0.4,0.3,0.6,39.7
UnitedStates,2008,95-99,340954,72465,268489,0.1,0,0.2,27
UnitedStates,2008,100+,49516,8051,41465,0,0,0,19.4
UnitedStates,2009,0,4003587,2044418,1959169,1.3,1.4,1.3,104.4
UnitedStates,2009,1,4078797,2080878,1997919,1.3,1.4,1.3,104.2
UnitedStates,2009,2,4103002,2097732,2005270,1.3,1.4,1.3,104.6
UnitedStates,2009,3,4025675,2056282,1969393,1.3,1.4,1.3,104.4
UnitedStates,2009,4,4033457,2062779,1970678,1.3,1.4,1.3,104.7
UnitedStates,2009,5,4070265,2078709,1991556,1.3,1.4,1.3,104.4
UnitedStates,2009,6,4018200,2051558,1966642,1.3,1.4,1.3,104.3
UnitedStates,2009,7,4017024,2048522,1968502,1.3,1.4,1.3,104.1
UnitedStates,2009,8,4089946,2087842,2002104,1.3,1.4,1.3,104.3
UnitedStates,2009,9,3987064,2041124,1945940,1.3,1.4,1.2,104.9
UnitedStates,2009,10,4133090,2113518,2019572,1.3,1.4,1.3,104.7
UnitedStates,2009,11,4066605,2080465,1986140,1.3,1.4,1.3,104.7
UnitedStates,2009,12,4110576,2100432,2010144,1.3,1.4,1.3,104.5
UnitedStates,2009,13,4164413,2131163,2033250,1.4,1.4,1.3,104.8
UnitedStates,2009,14,4185880,2146254,2039626,1.4,1.4,1.3,105.2
UnitedStates,2009,15,4259907,2185191,2074716,1.4,1.4,1.3,105.3
UnitedStates,2009,16,4365338,2243808,2121530,1.4,1.5,1.4,105.8
UnitedStates,2009,17,4421341,2273583,2147758,1.4,1.5,1.4,105.9
