Country,Year,Age,Both Sexes Population,Male Population,Female Population,Percent Both Sexes,Percent Male,Percent Female,Sex Ratio
UnitedStates,2013,15,4149121,2121282,2027839,1.3,1.4,1.3,104.6
UnitedStates,2013,16,4160892,2125700,2035192,1.3,1.4,1.3,104.4
UnitedStates,2013,17,4196841,2149383,2047458,1.3,1.4,1.3,105
UnitedStates,2013,18,4295311,2204200,2091111,1.4,1.4,1.3,105.4
UnitedStates,2013,19,4388983,2254737,2134246,1.4,1.4,1.3,105.6
UnitedStates,2013,20,4458717,2295892,2162825,1.4,1.5,1.3,106.2
UnitedStates,2013,21,4580130,2353105,2227025,1.4,1.5,1.4,105.7
UnitedStates,2013,22,4665965,2385302,2280663,1.5,1.5,1.4,104.6
UnitedStates,2013,23,4660804,2378074,2282730,1.5,1.5,1.4,104.2
UnitedStates,2013,24,4477806,2282944,2194862,1.4,1.5,1.4,104
UnitedStates,2013,25,4375341,2226955,2148386,1.4,1.4,1.3,103.7
UnitedStates,2013,26,4303348,2187971,2115377,1.4,1.4,1.3,103.4
UnitedStates,2013,27,4325959,2196077,2129882,1.4,1.4,1.3,103.1
UnitedStates,2013,28,4364997,2208095,2156902,1.4,1.4,1.3,102.4
UnitedStates,2013,29,4230388,2131176,2099212,1.3,1.4,1.3,101.5
UnitedStates,2013,30,4301333,2162233,2139100,1.4,1.4,1.3,101.1
UnitedStates,2013,31,4304735,2159167,2145568,1.4,1.4,1.3,100.6
UnitedStates,2013,32,4261440,2134062,2127378,1.3,1.4,1.3,100.3
UnitedStates,2013,33,4349412,2186507,2162905,1.4,1.4,1.3,101.1
UnitedStates,2013,34,4081963,2042248,2039715,1.3,1.3,1.3,100.1
UnitedStates,2013,35,4004249,2000992,2003257,1.3,1.3,1.2,99.9
UnitedStates,2013,36,3965855,1976019,1989836,1.3,1.3,1.2,99.3
UnitedStates,2013,37,3851572,1919596,1931976,1.2,1.2,1.2,99.4
UnitedStates,2013,38,3973859,1983677,1990182,1.3,1.3,1.2,99.7
UnitedStates,2013,39,3852500,1915106,1937394,1.2,1.2,1.2,98.8
UnitedStates,2013,40,3914669,1939892,1974777,1.2,1.2,1.2,98.2
UnitedStates,2013,41,4093892,2031484,2062408,1.3,1.3,1.3,98.5
UnitedStates,2013,42,4332009,2148550,2183459,1.4,1.4,1.4,98.4
UnitedStates,2013,43,4390066,2186115,2203951,1.4,1.4,1.4,99.2
UnitedStates,2013,44,4163434,2069377,2094057,1.3,1.3,1.3,98.8
UnitedStates,2013,45,4079456,2025848,2053608,1.3,1.3,1.3,98.6
UnitedStates,2013,46,4086735,2023195,2063540,1.3,1.3,1.3,98
UnitedStates,2013,47,4165790,2063411,2102379,1.3,1.3,1.3,98.1
UnitedStates,2013,48,4418987,2186678,2232309,1.4,1.4,1.4,98
UnitedStates,2013,49,4503312,2219527,2283785,1.4,1.4,1.4,97.2
UnitedStates,2013,50,4502956,2214949,2288007,1.4,1.4,1.4,96.8
UnitedStates,2013,51,4496079,2208648,2287431,1.4,1.4,1.4,96.6
UnitedStates,2013,52,4553156,2231328,2321828,1.4,1.4,1.4,96.1
UnitedStates,2013,53,4594750,2256266,2338484,1.5,1.4,1.5,96.5
UnitedStates,2013,54,4443259,2172742,2270517,1.4,1.4,1.4,95.7
UnitedStates,2013,55,4419516,2156625,2262891,1.4,1.4,1.4,95.3
UnitedStates,2013,56,4372503,2126689,2245814,1.4,1.4,1.4,94.7
UnitedStates,2013,57,4218041,2045201,2172840,1.3,1.3,1.4,94.1
UnitedStates,2013,58,4184031,2025597,2158434,1.3,1.3,1.3,93.8
UnitedStates,2013,59,4015151,1933162,2081989,1.3,1.2,1.3,92.9
UnitedStates,2013,60,3865421,1856810,2008611,1.2,1.2,1.2,92.4
UnitedStates,2013,61,3717783,1783742,1934041,1.2,1.1,1.2,92.2
UnitedStates,2013,62,3605696,1722521,1883175,1.1,1.1,1.2,91.5
UnitedStates,2013,63,3523650,1683160,1840490,1.1,1.1,1.1,91.5
UnitedStates,2013,64,3420461,1629731,1790730,1.1,1,1.1,91
UnitedStates,2013,65,3387120,1612988,1774132,1.1,1,1.1,90.9
UnitedStates,2013,66,3531521,1680799,1850722,1.1,1.1,1.2,90.8
UnitedStates,2013,67,2609390,1233432,1375958,0.8,0.8,0.9,89.6
UnitedStates,2013,68,2574501,1210461,1364040,0.8,0.8,0.8,88.7
UnitedStates,2013,69,2507744,1173071,1334673,0.8,0.8,0.8,87.9
UnitedStates,2013,70,2566440,1195964,1370476,0.8,0.8,0.9,87.3
UnitedStates,2013,71,2238833,1036100,1202733,0.7,0.7,0.7,86.1
UnitedStates,2013,72,2046698,937925,1108773,0.6,0.6,0.7,84.6
UnitedStates,2013,73,1936421,883005,1053416,0.6,0.6,0.7,83.8
UnitedStates,2013,74,1822287,829745,992542,0.6,0.5,0.6,83.6
UnitedStates,2013,75,1745063,785800,959263,0.6,0.5,0.6,81.9
UnitedStates,2013,76,1608544,717247,891297,0.5,0.5,0.6,80.5
UnitedStates,2013,77,1535823,677918,857905,0.5,0.4,0.5,79
UnitedStates,2013,78,1472041,640784,831257,0.5,0.4,0.5,77.1
UnitedStates,2013,79,1321253,569406,751847,0.4,0.4,0.5,75.7
UnitedStates,2013,80,1277015,542005,735010,0.4,0.3,0.5,73.7
UnitedStates,2013,81,1218174,509164,709010,0.4,0.3,0.4,71.8
UnitedStates,2013,82,1158932,475826,683106,0.4,0.3,0.4,69.7
UnitedStates,2013,83,1109508,446087,663421,0.4,0.3,0.4,67.2
UnitedStates,2013,84,998540,393340,605200,0.3,0.3,0.4,65
UnitedStates,2013,85-89,3792149,1381202,2410947,1.2,0.9,1.5,57.3
UnitedStates,2013,90-94,1715823,533839,1181984,0.5,0.3,0.7,45.2
UnitedStates,2013,95-99,439173,107871,331302,0.1,0.1,0.2,32.6
UnitedStates,2013,100+,66189,12287,53902,0,0,0,22.8
UnitedStates,2014,0,3949775,2020326,1929449,1.2,1.3,1.2,104.7
UnitedStates,2014,1,3949776,2018401,1931375,1.2,1.3,1.2,104.5
UnitedStates,2014,2,3959664,2023673,1935991,1.2,1.3,1.2,104.5
UnitedStates,2014,3,4007079,2049596,1957483,1.3,1.3,1.2,104.7
UnitedStates,2014,4,4005716,2044517,1961199,1.3,1.3,1.2,104.2
UnitedStates,2014,5,4006900,2044339,1962561,1.3,1.3,1.2,104.2
UnitedStates,2014,6,4135930,2111060,2024870,1.3,1.3,1.3,104.3
UnitedStates,2014,7,4155326,2122832,2032494,1.3,1.4,1.3,104.4
UnitedStates,2014,8,4120903,2105618,2015285,1.3,1.3,1.2,104.5
UnitedStates,2014,9,4108349,2097690,2010659,1.3,1.3,1.2,104.3
UnitedStates,2014,10,4116942,2100262,2016680,1.3,1.3,1.2,104.1
UnitedStates,2014,11,4087402,2084169,2003233,1.3,1.3,1.2,104
UnitedStates,2014,12,4070682,2075836,1994846,1.3,1.3,1.2,104.1
UnitedStates,2014,13,4171030,2128914,2042116,1.3,1.4,1.3,104.3
UnitedStates,2014,14,4233839,2164924,2068915,1.3,1.4,1.3,104.6
UnitedStates,2014,15,4164796,2129062,2035734,1.3,1.4,1.3,104.6
UnitedStates,2014,16,4168559,2131425,2037134,1.3,1.4,1.3,104.6
UnitedStates,2014,17,4186513,2139361,2047152,1.3,1.4,1.3,104.5
UnitedStates,2014,18,4227920,2165744,2062176,1.3,1.4,1.3,105
UnitedStates,2014,19,4329038,2221910,2107128,1.4,1.4,1.3,105.4
UnitedStates,2014,20,4421330,2271216,2150114,1.4,1.4,1.3,105.6
UnitedStates,2014,21,4492373,2312917,2179456,1.4,1.5,1.3,106.1
UnitedStates,2014,22,4615729,2370459,2245270,1.4,1.5,1.4,105.6
UnitedStates,2014,23,4702156,2402294,2299862,1.5,1.5,1.4,104.5
UnitedStates,2014,24,4695411,2393037,2302374,1.5,1.5,1.4,103.9
UnitedStates,2014,25,4511370,2296875,2214495,1.4,1.5,1.4,103.7
UnitedStates,2014,26,4408043,2240881,2167162,1.4,1.4,1.3,103.4
UnitedStates,2014,27,4334806,2201518,2133288,1.4,1.4,1.3,103.2
UnitedStates,2014,28,4355240,2208749,2146491,1.4,1.4,1.3,102.9
UnitedStates,2014,29,4391788,2219872,2171916,1.4,1.4,1.3,102.2
UnitedStates,2014,30,4255334,2142240,2113094,1.3,1.4,1.3,101.4
UnitedStates,2014,31,4323217,2171839,2151378,1.4,1.4,1.3,101
UnitedStates,2014,32,4323951,2167557,2156394,1.4,1.4,1.3,100.5
UnitedStates,2014,33,4278664,2141552,2137112,1.3,1.4,1.3,100.2
UnitedStates,2014,34,4364748,2192877,2171871,1.4,1.4,1.3,101
UnitedStates,2014,35,4095782,2047877,2047905,1.3,1.3,1.3,100
UnitedStates,2014,36,4016711,2005880,2010831,1.3,1.3,1.2,99.8
UnitedStates,2014,37,3976750,1979888,1996862,1.2,1.3,1.2,99.1
UnitedStates,2014,38,3861636,1923133,1938503,1.2,1.2,1.2,99.2
UnitedStates,2014,39,3982507,1986712,1995795,1.2,1.3,1.2,99.5
UnitedStates,2014,40,3859395,1917201,1942194,1.2,1.2,1.2,98.7
UnitedStates,2014,41,3919810,1941203,1978607,1.2,1.2,1.2,98.1
UnitedStates,2014,42,4097698,2032207,2065491,1.3,1.3,1.3,98.4
UnitedStates,2014,43,4333850,2147960,2185890,1.4,1.4,1.3,98.3
UnitedStates,2014,44,4390283,2184448,2205835,1.4,1.4,1.4,99
UnitedStates,2014,45,4162629,2067426,2095203,1.3,1.3,1.3,98.7
UnitedStates,2014,46,4077151,2023033,2054118,1.3,1.3,1.3,98.5
UnitedStates,2014,47,4082883,2019517,2063366,1.3,1.3,1.3,97.9
UnitedStates,2014,48,4159738,2058392,2101346,1.3,1.3,1.3,98
UnitedStates,2014,49,4410246,2180214,2230032,1.4,1.4,1.4,97.8
UnitedStates,2014,50,4492407,2211767,2280640,1.4,1.4,1.4,97
UnitedStates,2014,51,4489393,2205399,2283994,1.4,1.4,1.4,96.6
UnitedStates,2014,52,4480188,2197801,2282387,1.4,1.4,1.4,96.3
UnitedStates,2014,53,4535430,2219328,2316102,1.4,1.4,1.4,95.8
UnitedStates,2014,54,4574760,2242757,2332003,1.4,1.4,1.4,96.2
UnitedStates,2014,55,4421856,2158427,2263429,1.4,1.4,1.4,95.4
UnitedStates,2014,56,4395949,2140940,2255009,1.4,1.4,1.4,94.9
UnitedStates,2014,57,4347023,2109804,2237219,1.4,1.3,1.4,94.3
UnitedStates,2014,58,4191360,2027452,2163908,1.3,1.3,1.3,93.7
UnitedStates,2014,59,4155521,2006587,2148934,1.3,1.3,1.3,93.4
UnitedStates,2014,60,3985598,1913729,2071869,1.2,1.2,1.3,92.4
UnitedStates,2014,61,3834367,1836656,1997711,1.2,1.2,1.2,91.9
UnitedStates,2014,62,3685282,1762880,1922402,1.2,1.1,1.2,91.7
UnitedStates,2014,63,3571610,1701014,1870596,1.1,1.1,1.2,90.9
UnitedStates,2014,64,3487559,1660815,1826744,1.1,1.1,1.1,90.9
UnitedStates,2014,65,3382824,1606772,1776052,1.1,1,1.1,90.5
UnitedStates,2014,66,3347060,1588723,1758337,1,1,1.1,90.4
UnitedStates,2014,67,3485241,1652998,1832243,1.1,1.1,1.1,90.2
UnitedStates,2014,68,2572359,1211278,1361081,0.8,0.8,0.8,89
UnitedStates,2014,69,2534295,1186872,1347423,0.8,0.8,0.8,88.1
UnitedStates,2014,70,2465438,1148508,1316930,0.8,0.7,0.8,87.2
UnitedStates,2014,71,2519705,1169115,1350590,0.8,0.7,0.8,86.6
UnitedStates,2014,72,2193945,1010582,1183363,0.7,0.6,0.7,85.4
UnitedStates,2014,73,2001700,912673,1089027,0.6,0.6,0.7,83.8
UnitedStates,2014,74,1889513,856970,1032543,0.6,0.5,0.6,83
UnitedStates,2014,75,1773756,802960,970796,0.6,0.5,0.6,82.7
UnitedStates,2014,76,1693674,757841,935833,0.5,0.5,0.6,81
UnitedStates,2014,77,1556104,689162,866942,0.5,0.4,0.5,79.5
UnitedStates,2014,78,1480611,648696,831915,0.5,0.4,0.5,78
UnitedStates,2014,79,1413193,610115,803078,0.4,0.4,0.5,76
UnitedStates,2014,80,1262537,539227,723310,0.4,0.3,0.4,74.5
UnitedStates,2014,81,1214357,510305,704052,0.4,0.3,0.4,72.5
UnitedStates,2014,82,1151677,476034,675643,0.4,0.3,0.4,70.5
UnitedStates,2014,83,1088601,441530,647071,0.3,0.3,0.4,68.2
UnitedStates,2014,84,1034369,410385,623984,0.3,0.3,0.4,65.8
UnitedStates,2014,85-89,3816576,1407113,2409463,1.2,0.9,1.5,58.4
UnitedStates,2014,90-94,1791513,563483,1228030,0.6,0.4,0.8,45.9
UnitedStates,2014,95-99,461056,116388,344668,0.1,0.1,0.2,33.8
UnitedStates,2014,100+,71626,13618,58008,0,0,0,23.5
United States,2015,0.00,3978038,2035134,1942904,1.2,1.3,1.2,104.7
United States,2015,1.00,3968564,2029295,1939269,1.2,1.3,1.2,104.6
United States,2015,2.00,3966583,2026604,1939979,1.2,1.3,1.2,104.5
United States,2015,3.00,3974061,2030644,1943417,1.2,1.3,1.2,104.5
United States,2015,4.00,4020035,2055924,1964111,1.3,1.3,1.2,104.7
United States,2015,5.00,4018158,2050848,1967310,1.3,1.3,1.2,104.2
United States,2015,6.00,4019207,2050663,1968544,1.3,1.3,1.2,104.2
United States,2015,7.00,4148360,2117118,2031242,1.3,1.3,1.2,104.2
United States,2015,8.00,4167887,2128825,2039062,1.3,1.3,1.2,104.4
United States,2015,9.00,4133564,2111678,2021886,1.3,1.3,1.2,104.4
United States,2015,10.00,4121289,2103943,2017346,1.3,1.3,1.2,104.3
United States,2015,11.00,4130328,2106742,2023586,1.3,1.3,1.2,104.1
United States,2015,12.00,4101021,2090780,2010241,1.3,1.3,1.2,104
United States,2015,13.00,4084306,2082704,2001602,1.3,1.3,1.2,104.1
United States,2015,14.00,4185386,2136219,2049167,1.3,1.4,1.3,104.2
United States,2015,15.00,4249742,2172989,2076753,1.3,1.4,1.3,104.6
United States,2015,16.00,4184296,2139271,2045025,1.3,1.4,1.3,104.6
United States,2015,17.00,4194286,2145174,2049112,1.3,1.4,1.3,104.7
United States,2015,18.00,4217995,2156041,2061954,1.3,1.4,1.3,104.6
United States,2015,19.00,4262584,2184392,2078192,1.3,1.4,1.3,105.1
United States,2015,20.00,4363440,2240373,2123067,1.4,1.4,1.3,105.5
United States,2015,21.00,4456790,2290006,2166784,1.4,1.4,1.3,105.7
United States,2015,22.00,4529472,2331696,2197776,1.4,1.5,1.3,106.1
United States,2015,23.00,4652266,2387842,2264424,1.4,1.5,1.4,105.5
United States,2015,24.00,4737345,2417937,2319408,1.5,1.5,1.4,104.2
United States,2015,25.00,4729564,2407515,2322049,1.5,1.5,1.4,103.7
United States,2015,26.00,4544416,2310983,2233433,1.4,1.5,1.4,103.5
United States,2015,27.00,4439766,2254603,2185163,1.4,1.4,1.3,103.2
United States,2015,28.00,4364669,2214738,2149931,1.4,1.4,1.3,103
United States,2015,29.00,4383139,2221560,2161579,1.4,1.4,1.3,102.8
United States,2015,30.00,4417209,2231463,2185746,1.4,1.4,1.3,102.1
United States,2015,31.00,4278233,2152765,2125468,1.3,1.4,1.3,101.3
United States,2015,32.00,4343614,2181163,2162451,1.4,1.4,1.3,100.9
United States,2015,33.00,4341754,2175631,2166123,1.4,1.4,1.3,100.4
United States,2015,34.00,4294838,2148717,2146121,1.3,1.4,1.3,100.1
United States,2015,35.00,4379404,2199270,2180134,1.4,1.4,1.3,100.9
United States,2015,36.00,4108775,2053297,2055478,1.3,1.3,1.3,99.9
United States,2015,37.00,4028403,2010463,2017940,1.3,1.3,1.2,99.6
United States,2015,38.00,3987141,1983816,2003325,1.2,1.3,1.2,99
United States,2015,39.00,3870862,1926578,1944284,1.2,1.2,1.2,99.1
United States,2015,40.00,3989839,1989213,2000626,1.2,1.3,1.2,99.4
United States,2015,41.00,3865228,1919064,1946164,1.2,1.2,1.2,98.6
United States,2015,42.00,3924258,1942311,1981947,1.2,1.2,1.2,98
United States,2015,43.00,4100708,2032362,2068346,1.3,1.3,1.3,98.3
United States,2015,44.00,4335165,2147203,2187962,1.3,1.4,1.3,98.1
United States,2015,45.00,4389345,2182484,2206861,1.4,1.4,1.4,98.9
United States,2015,46.00,4160573,2064898,2095675,1.3,1.3,1.3,98.5
United States,2015,47.00,4073685,2019602,2054083,1.3,1.3,1.3,98.3
United States,2015,48.00,4077689,2015073,2062616,1.3,1.3,1.3,97.7
United States,2015,49.00,4152552,2052872,2099680,1.3,1.3,1.3,97.8
United States,2015,50.00,4400288,2173002,2227286,1.4,1.4,1.4,97.6
United States,2015,51.00,4479664,2202725,2276939,1.4,1.4,1.4,96.7
United States,2015,52.00,4474344,2195088,2279256,1.4,1.4,1.4,96.3
United States,2015,53.00,4463494,2186448,2277046,1.4,1.4,1.4,96
United States,2015,54.00,4516527,2206584,2309943,1.4,1.4,1.4,95.5
United States,2015,55.00,4553385,2228498,2324887,1.4,1.4,1.4,95.9
United States,2015,56.00,4399120,2143285,2255835,1.4,1.4,1.4,95
United States,2015,57.00,4371245,2124551,2246694,1.4,1.3,1.4,94.6
United States,2015,58.00,4320522,2092228,2228294,1.3,1.3,1.4,93.9
United States,2015,59.00,4163670,2009005,2154665,1.3,1.3,1.3,93.2
United States,2015,60.00,4125792,1987008,2138784,1.3,1.3,1.3,92.9
United States,2015,61.00,3954601,1893657,2060944,1.2,1.2,1.3,91.9
United States,2015,62.00,3801935,1815914,1986021,1.2,1.1,1.2,91.4
United States,2015,63.00,3651393,1741514,1909879,1.1,1.1,1.2,91.2
United States,2015,64.00,3536156,1679087,1857069,1.1,1.1,1.1,90.4
United States,2015,65.00,3450043,1637936,1812107,1.1,1,1.1,90.4
United States,2015,66.00,3344134,1583339,1760795,1,1,1.1,89.9
United States,2015,67.00,3304187,1562960,1741227,1,1,1.1,89.8
United States,2015,68.00,3436357,1623929,1812428,1.1,1,1.1,89.6
United States,2015,69.00,2532747,1188026,1344721,0.8,0.8,0.8,88.3
United States,2015,70.00,2492490,1162672,1329818,0.8,0.7,0.8,87.4
United States,2015,71.00,2421191,1123102,1298089,0.8,0.7,0.8,86.5
United States,2015,72.00,2469605,1140651,1328954,0.8,0.7,0.8,85.8
United States,2015,73.00,2146052,983641,1162411,0.7,0.6,0.7,84.6
United States,2015,74.00,1953711,886092,1067619,0.6,0.6,0.7,83
United States,2015,75.00,1839823,829659,1010164,0.6,0.5,0.6,82.1
United States,2015,76.00,1722041,774758,947283,0.5,0.5,0.6,81.8
United States,2015,77.00,1639085,728549,910536,0.5,0.5,0.6,80
United States,2015,78.00,1500813,659853,840960,0.5,0.4,0.5,78.5
United States,2015,79.00,1422071,618087,803984,0.4,0.4,0.5,76.9
United States,2015,80.00,1351196,578240,772956,0.4,0.4,0.5,74.8
United States,2015,81.00,1201044,507988,693056,0.4,0.3,0.4,73.3
United States,2015,82.00,1148948,477629,671319,0.4,0.3,0.4,71.1
United States,2015,83.00,1082562,442175,640387,0.3,0.3,0.4,69
United States,2015,84.00,1015591,406633,608958,0.3,0.3,0.4,66.8
United States,2015,85-89,3864345,1442244,2422101,1.2,0.9,1.5,59.5
United States,2015,90-94,1850935,588978,1261957,0.6,0.4,0.8,46.7
United States,2015,95-99,494907,127988,366919,0.2,0.1,0.2,34.9
United States,2015,100+,76974,15088,61886,0,0,0,24.4
United States,2016,0.00,4029356,2061349,1968007,1.2,1.3,1.2,104.7
United States,2016,1.00,4017346,2055081,1962265,1.2,1.3,1.2,104.7
United States,2016,2.00,4004585,2048389,1956196,1.2,1.3,1.2,104.7
United States,2016,3.00,3988434,2040053,1948381,1.2,1.3,1.2,104.7
United States,2016,4.00,3998839,2043259,1955580,1.2,1.3,1.2,104.5
United States,2016,5.00,4026967,2058782,1968185,1.2,1.3,1.2,104.6
United States,2016,6.00,4024121,2053077,1971044,1.2,1.3,1.2,104.2
United States,2016,7.00,4024481,2052599,1971882,1.2,1.3,1.2,104.1
United States,2016,8.00,4153686,2119863,2033823,1.3,1.3,1.2,104.2
United States,2016,9.00,4174008,2132699,2041309,1.3,1.3,1.2,104.5
United States,2016,10.00,4140051,2116302,2023749,1.3,1.3,1.2,104.6
United States,2016,11.00,4126998,2108667,2018331,1.3,1.3,1.2,104.5
United States,2016,12.00,4134906,2111279,2023627,1.3,1.3,1.2,104.3
United States,2016,13.00,4104615,2094640,2009975,1.3,1.3,1.2,104.2
United States,2016,14.00,4088954,2086621,2002333,1.3,1.3,1.2,104.2
United States,2016,15.00,4193455,2141608,2051847,1.3,1.3,1.2,104.4
United States,2016,16.00,4264077,2181493,2082584,1.3,1.4,1.3,104.7
United States,2016,17.00,4207228,2152469,2054759,1.3,1.3,1.3,104.8
United States,2016,18.00,4224009,2162006,2062003,1.3,1.4,1.3,104.8
United States,2016,19.00,4252112,2175616,2076496,1.3,1.4,1.3,104.8
United States,2016,20.00,4300212,2205652,2094560,1.3,1.4,1.3,105.3
United States,2016,21.00,4404996,2262888,2142108,1.4,1.4,1.3,105.6
United States,2016,22.00,4501514,2314048,2187466,1.4,1.4,1.3,105.8
United States,2016,23.00,4572113,2354174,2217939,1.4,1.5,1.3,106.1
United States,2016,24.00,4692841,2410388,2282453,1.4,1.5,1.4,105.6
United States,2016,25.00,4776266,2441391,2334875,1.5,1.5,1.4,104.6
United States,2016,26.00,4767837,2432272,2335565,1.5,1.5,1.4,104.1
United States,2016,27.00,4582744,2336607,2246137,1.4,1.5,1.4,104
United States,2016,28.00,4475907,2278377,2197530,1.4,1.4,1.3,103.7
United States,2016,29.00,4398212,2237049,2161163,1.4,1.4,1.3,103.5
United States,2016,30.00,4412091,2240940,2171151,1.4,1.4,1.3,103.2
United States,2016,31.00,4441321,2248606,2192715,1.4,1.4,1.3,102.5
United States,2016,32.00,4298287,2167763,2130524,1.3,1.4,1.3,101.7
United States,2016,33.00,4357996,2192847,2165149,1.3,1.4,1.3,101.3
United States,2016,34.00,4353844,2186454,2167390,1.3,1.4,1.3,100.9
United States,2016,35.00,4304369,2157899,2146470,1.3,1.4,1.3,100.5
United States,2016,36.00,4386408,2206606,2179802,1.4,1.4,1.3,101.2
United States,2016,37.00,4116777,2061348,2055429,1.3,1.3,1.3,100.3
United States,2016,38.00,4034381,2017105,2017276,1.2,1.3,1.2,100
United States,2016,39.00,3992390,1990021,2002369,1.2,1.2,1.2,99.4
United States,2016,40.00,3874432,1931863,1942569,1.2,1.2,1.2,99.4
United States,2016,41.00,3990311,1991987,1998324,1.2,1.2,1.2,99.7
United States,2016,42.00,3864100,1920551,1943549,1.2,1.2,1.2,98.8
United States,2016,43.00,3919756,1941267,1978489,1.2,1.2,1.2,98.1
United States,2016,44.00,4094613,2030547,2064066,1.3,1.3,1.3,98.4
United States,2016,45.00,4327391,2144639,2182752,1.3,1.3,1.3,98.3
United States,2016,46.00,4379691,2178724,2200967,1.4,1.4,1.3,99
United States,2016,47.00,4151276,2060763,2090513,1.3,1.3,1.3,98.6
United States,2016,48.00,4062136,2013499,2048637,1.3,1.3,1.2,98.3
United States,2016,49.00,4064576,2007650,2056926,1.3,1.3,1.3,97.6
United States,2016,50.00,4137386,2043895,2093491,1.3,1.3,1.3,97.6
United States,2016,51.00,4382184,2161955,2220229,1.4,1.4,1.4,97.4
United States,2016,52.00,4460748,2191142,2269606,1.4,1.4,1.4,96.5
United States,2016,53.00,4454533,2182713,2271820,1.4,1.4,1.4,96.1
United States,2016,54.00,4444447,2174311,2270136,1.4,1.4,1.4,95.8
United States,2016,55.00,4496512,2193576,2302936,1.4,1.4,1.4,95.3
United States,2016,56.00,4530600,2213318,2317282,1.4,1.4,1.4,95.5
United States,2016,57.00,4376769,2128169,2248600,1.4,1.3,1.4,94.6
United States,2016,58.00,4347853,2108656,2239197,1.3,1.3,1.4,94.2
United States,2016,59.00,4296934,2076129,2220805,1.3,1.3,1.4,93.5
United States,2016,60.00,4140000,1992698,2147302,1.3,1.2,1.3,92.8
United States,2016,61.00,4100120,1969702,2130418,1.3,1.2,1.3,92.5
United States,2016,62.00,3929170,1876517,2052653,1.2,1.2,1.2,91.4
United States,2016,63.00,3775593,1798523,1977070,1.2,1.1,1.2,91
United States,2016,64.00,3625280,1724549,1900731,1.1,1.1,1.2,90.7
United States,2016,65.00,3507136,1660917,1846219,1.1,1,1.1,90
United States,2016,66.00,3415479,1616565,1798914,1.1,1,1.1,89.9
United States,2016,67.00,3309870,1562099,1747771,1,1,1.1,89.4
United States,2016,68.00,3269917,1542156,1727761,1,1,1.1,89.3
United States,2016,69.00,3394772,1599253,1795519,1,1,1.1,89.1
United States,2016,70.00,2495055,1165813,1329242,0.8,0.7,0.8,87.7
United States,2016,71.00,2450513,1138366,1312147,0.8,0.7,0.8,86.8
United States,2016,72.00,2380436,1099539,1280897,0.7,0.7,0.8,85.8
United States,2016,73.00,2423963,1114955,1309008,0.7,0.7,0.8,85.2
United States,2016,74.00,2099618,957786,1141832,0.6,0.6,0.7,83.9
United States,2016,75.00,1905179,859642,1045537,0.6,0.5,0.6,82.2
United States,2016,76.00,1788375,802064,986311,0.6,0.5,0.6,81.3
United States,2016,77.00,1668560,746311,922249,0.5,0.5,0.6,80.9
United States,2016,78.00,1582161,698790,883371,0.5,0.4,0.5,79.1
United States,2016,79.00,1442885,629866,813019,0.4,0.4,0.5,77.5
United States,2016,80.00,1360791,586616,774175,0.4,0.4,0.5,75.8
United States,2016,81.00,1286716,545593,741123,0.4,0.3,0.5,73.6
United States,2016,82.00,1138205,476501,661704,0.4,0.3,0.4,72
United States,2016,83.00,1081525,444586,636939,0.3,0.3,0.4,69.8
United States,2016,84.00,1012226,408615,603611,0.3,0.3,0.4,67.7
United States,2016,85-89,3902257,1473446,2428811,1.2,0.9,1.5,60.7
United States,2016,90-94,1896207,610087,1286120,0.6,0.4,0.8,47.4
United States,2016,95-99,535364,141094,394270,0.2,0.1,0.2,35.8
United States,2016,100+,73173,14468,58705,0,0,0,24.6
United States,2017,0.00,4057231,2075603,1981628,1.2,1.3,1.2,104.7
United States,2017,1.00,4046063,2069787,1976276,1.2,1.3,1.2,104.7
United States,2017,2.00,4033932,2063401,1970531,1.2,1.3,1.2,104.7
United States,2017,3.00,4019069,2055517,1963552,1.2,1.3,1.2,104.7
United States,2017,4.00,4000955,2046061,1954894,1.2,1.3,1.2,104.7
United States,2017,5.00,4010232,2048634,1961598,1.2,1.3,1.2,104.4
United States,2017,6.00,4037777,2063893,1973884,1.2,1.3,1.2,104.6
United States,2017,7.00,4034839,2058301,1976538,1.2,1.3,1.2,104.1
United States,2017,8.00,4035311,2058013,1977298,1.2,1.3,1.2,104.1
United States,2017,9.00,4164487,2125335,2039152,1.3,1.3,1.2,104.2
United States,2017,10.00,4184763,2138168,2046595,1.3,1.3,1.2,104.5
United States,2017,11.00,4150719,2121714,2029005,1.3,1.3,1.2,104.6
United States,2017,12.00,4137618,2114033,2023585,1.3,1.3,1.2,104.5
United States,2017,13.00,4145959,2116804,2029155,1.3,1.3,1.2,104.3
United States,2017,14.00,4116978,2100731,2016247,1.3,1.3,1.2,104.2
United States,2017,15.00,4104286,2094257,2010029,1.3,1.3,1.2,104.2
United States,2017,16.00,4213411,2151856,2061555,1.3,1.3,1.2,104.4
United States,2017,17.00,4289923,2195116,2094807,1.3,1.4,1.3,104.8
United States,2017,18.00,4239600,2169738,2069862,1.3,1.3,1.2,104.8
United States,2017,19.00,4261784,2182024,2079760,1.3,1.4,1.3,104.9
United States,2017,20.00,4293353,2197203,2096150,1.3,1.4,1.3,104.8
United States,2017,21.00,4343430,2228094,2115336,1.3,1.4,1.3,105.3
United States,2017,22.00,4448322,2285162,2163160,1.4,1.4,1.3,105.6
